trial_index,arm_name,trial_status,generation_method,rho_max,count_DGX-B300_0,count_DGX-B300_1,count_DGX-B300_2,count_DGX-B300_3,count_DGX-B300_4,count_DGX-B300_5,count_DGX-B300_6,count_DGX-B300_7,count_H200_0,count_H200_1,count_H200_2,count_H200_3,count_H200_4,count_H200_5,count_H200_6,count_H200_7
10,10_2,RUNNING,BoTorch,0.014082316496784708,48,35,20,25,0,0,0,0,114,17,125,0,0,0,0,0
10,10_3,RUNNING,BoTorch,10.000139384775558,66,45,18,0,0,0,0,0,53,28,0,0,0,0,175,0
11,11_0,RUNNING,BoTorch,9.999964540597192,63,46,20,0,0,0,0,0,128,42,55,32,0,0,0,0
11,11_1,RUNNING,BoTorch,10.000037879470538,68,43,18,0,0,0,0,0,0,0,60,196,0,0,0,0
11,11_2,RUNNING,BoTorch,0.01770887513945437,70,36,21,0,0,0,0,0,0,91,99,0,0,66,0,0
11,11_3,RUNNING,BoTorch,10.000015203093009,44,0,21,0,0,63,0,0,148,3,78,0,0,8,0,20
12,12_0,RUNNING,BoTorch,10.000051369148325,60,49,19,0,0,0,1,0,180,62,14,0,0,0,0,0
12,12_1,RUNNING,BoTorch,9.999763793938737,47,36,21,0,0,0,17,8,97,25,4,102,28,0,0,0
12,12_2,RUNNING,BoTorch,0.017617959852912535,14,0,33,0,0,0,81,0,0,0,34,0,77,0,0,145
12,12_3,RUNNING,BoTorch,0.01386076523374113,48,0,19,0,8,16,36,0,87,10,3,0,21,43,92,0
13,13_0,RUNNING,BoTorch,10.000060559666785,52,28,18,0,0,0,31,0,166,24,46,11,0,0,0,9
13,13_1,RUNNING,BoTorch,0.023495785440975726,53,0,18,0,0,57,0,0,149,0,58,49,0,0,0,0
13,13_2,RUNNING,BoTorch,0.01354532449217652,27,8,0,0,0,0,78,15,54,0,45,8,0,85,0,64
13,13_3,RUNNING,BoTorch,10.000018293386361,62,48,18,0,0,0,0,0,71,0,7,102,0,0,77,0
14,14_0,RUNNING,BoTorch,9.99993657756288,42,1,16,1,0,0,67,2,147,38,47,0,0,10,14,0
14,14_1,RUNNING,BoTorch,10.000022409228999,4,16,17,13,0,0,57,22,76,19,7,0,0,73,79,2
14,14_2,RUNNING,BoTorch,0.011433870062438662,47,26,15,8,0,0,32,0,102,36,0,0,1,66,0,51
14,14_3,RUNNING,BoTorch,10.000118877912103,0,0,7,0,0,0,121,0,6,0,47,13,9,138,44,0
