trial_index,arm_name,trial_status,generation_method,rho_max,count_DGX-B300_0,count_DGX-B300_1,count_DGX-B300_2,count_DGX-B300_3,count_DGX-B300_4,count_DGX-B300_5,count_DGX-B300_6,count_DGX-B300_7,count_H200_0,count_H200_1,count_H200_2,count_H200_3,count_H200_4,count_H200_5,count_H200_6,count_H200_7
11,11_0,RUNNING,BoTorch,9.999911378169653,10,0,6,0,63,13,0,37,0,256,0,0,0,0,0,0
11,11_1,RUNNING,BoTorch,9.999769026908243,0,0,0,0,32,96,0,0,56,170,0,0,0,31,0,0
11,11_2,RUNNING,BoTorch,0.014029136473938808,90,0,0,3,23,12,0,0,67,0,110,0,35,44,0,0
11,11_3,RUNNING,BoTorch,9.9999674889172,12,31,16,0,0,29,0,40,0,183,0,9,0,65,0,0
12,12_0,RUNNING,BoTorch,9.999878243683312,0,0,0,0,61,41,0,27,0,209,0,0,0,0,0,47
12,12_1,RUNNING,BoTorch,9.999750392528188,25,26,9,0,31,22,12,3,22,134,0,0,30,31,39,1
12,12_2,RUNNING,BoTorch,0.017675946799852786,0,0,23,50,55,0,0,0,23,0,0,0,0,0,29,204
12,12_3,RUNNING,BoTorch,0.020637038719612904,8,0,0,0,45,0,0,75,7,249,0,0,0,0,0,0
13,13_0,RUNNING,BoTorch,0.010733075134267522,32,23,25,30,0,18,0,0,21,104,0,0,29,28,36,37
13,13_1,RUNNING,BoTorch,0.013914638306209166,0,11,6,14,0,82,15,0,0,115,24,0,0,72,45,0
13,13_2,RUNNING,BoTorch,10.000029459829562,0,23,29,28,0,18,31,0,0,113,24,0,0,29,0,90
13,13_3,RUNNING,BoTorch,0.013971712025224826,48,0,28,11,13,28,0,0,43,85,0,0,32,26,38,32
14,14_0,RUNNING,BoTorch,10.000104252105377,0,23,0,31,45,30,0,0,0,105,0,69,11,56,0,16
14,14_1,RUNNING,BoTorch,10.00010494802174,6,0,0,35,0,27,27,33,17,129,0,97,0,0,0,14
14,14_2,RUNNING,BoTorch,10.00009405077809,0,78,0,13,38,0,0,0,0,120,23,0,36,1,46,30
14,14_3,RUNNING,BoTorch,0.014498383578906548,68,0,4,24,0,0,0,31,39,92,124,0,0,0,0,0
